student_id,assignment1,assignment2,assignment3,assignment4,assignment5,assignment6
A4FB423A-E08E-559F-DCCD-A0A543E812E3,73.25608701,50.68511888,49.26674685,83.2585142,58.04486961,59.56260657
D887D9D7-6993-7618-5333-1DBC732CAA5E,81.47134223,70.42379371,76.35375827,53.07436173,65.9917872,66.06771856
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,75.75642863,75.05194559,51.58735574,74.14529451,54.04062861,42.17270792
DDE0526B-7DA4-80E8-C2A6-D097F3826029,94.4375039,86.72523313,53.45627288,80.38924153,59.9920025,62.42206624
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,90.86848966,80.29365125,98.66677913,93.22225226,46.52466671,58.64505915
247B105C-2067-A7AA-2CBE-B65278128C96,73.12354826,95.06875644,55.09748258,71.97965612,53.30706668,77.46357653
247B105C-2067-A7AA-2CBE-B65278128C96,67.27272796,54.29441229,49.22886415,67.5286192,67.93236413,54.72345946
25197F10-E9E9-4C50-63F8-6C896975AAE2,82.93246385,83.14210401,36.83274894,90.8786506,79.71137397,72.28792831
247B105C-2067-A7AA-2CBE-B65278128C96,46.28047971,58.59199247,87.85752184,88.32864271,37.02438377,47.26653666
DDE0526B-7DA4-80E8-C2A6-D097F3826029,94.94372741,64.88396757,42.80975985,72.15251529,61.52353536,50.92341873
DDE0526B-7DA4-80E8-C2A6-D097F3826029,84.56974739,72.41982112,55.51914565,105.3818808,42.94131066,73.22503144
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,70.21125687,27.91758581,72.58240789,72.88890651,56.39751556,73.14011085
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,46.21696765,71.16026094,69.33187516,71.31358173,56.8687438,65.4247726
1F51E050-78F7-F270-1B90-ED1BC0376763,73.35534571,47.06519966,84.53772748,79.75154799,79.41783003,80.19678441
247B105C-2067-A7AA-2CBE-B65278128C96,90.64676524,44.85265136,70.23909544,75.21948587,52.21253678,79.02227256
25197F10-E9E9-4C50-63F8-6C896975AAE2,82.38442945,50.08617003,31.40634764,86.25538424,73.38511029,91.87610234
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,92.31307228,61.3549843,29.70011326,95.78793153,58.63236626,52.27322863
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,54.64850873,59.34831995,32.29930864,76.59588915,38.84292629,43.01302559
2B806EF6-A590-1C00-F0C5-1469E3B2152E,56.94706961,76.95969324,35.3511585,59.16627296,32.8015121,67.69681459
1F51E050-78F7-F270-1B90-ED1BC0376763,84.39780614,49.18658438,55.18108264,53.56100651,74.23617838,66.02172306
DDE0526B-7DA4-80E8-C2A6-D097F3826029,74.83175007,71.34090774,74.51666663,106.1520741,38.42989924,64.97212176
25197F10-E9E9-4C50-63F8-6C896975AAE2,74.35868753,63.44132246,33.83708346,94.79709337,57.71324802,42.33366861
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,77.82011481,37.50873783,75.78298958,85.10380129,35.8595089,55.22999017
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,68.72330805,59.30563059,57.99684808,70.79899518,44.07910361,57.41101073
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,42.29711702,77.07222716,73.55431059,75.83902487,47.40853183,50.42454331
2B806EF6-A590-1C00-F0C5-1469E3B2152E,75.41206802,51.59374237,68.64248993,95.30422385,73.79268898,67.67438127
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,72.0753672,66.51318089,74.95266839,69.77834601,53.2123292,70.00270564
DDE0526B-7DA4-80E8-C2A6-D097F3826029,64.13816613,66.4239784,26.38770216,67.39325743,46.24642311,46.18837612
DDE0526B-7DA4-80E8-C2A6-D097F3826029,39.50253714,54.04390296,31.33301837,76.79013996,22.35026139,57.95648419
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,59.92596668,56.649891,73.89803634,52.90427545,34.54058377,74.2787102
1F51E050-78F7-F270-1B90-ED1BC0376763,57.64474668,66.2660165,44.71009993,73.78001068,36.90019585,55.66093511
DDE0526B-7DA4-80E8-C2A6-D097F3826029,83.16876541,55.06765538,48.8604718,83.76712936,42.58240789,56.99088408
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,57.36277664,62.54922457,46.87185511,97.17105104,61.30119918,77.08850799
25197F10-E9E9-4C50-63F8-6C896975AAE2,95.56875644,63.9195832,49.57468534,74.22274315,105.3818808,45.15602293
DDE0526B-7DA4-80E8-C2A6-D097F3826029,89.70859319,56.08763255,70.81978059,86.16722874,41.01515974,68.31138953
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,49.39252394,91.19981069,34.65298849,58.17531966,51.55275552,61.87216024
1F51E050-78F7-F270-1B90-ED1BC0376763,61.8079178,72.55351832,37.03003904,66.339696,55.19816065,67.02495329
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,88.83324483,57.42361488,29.73690312,52.57444766,65.68827412,47.45116139
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,69.25666563,72.02105817,39.75836284,82.95010404,49.97780924,42.0149939
DDE0526B-7DA4-80E8-C2A6-D097F3826029,70.09848469,50.85118524,66.23823041,74.33314628,35.89042416,57.70861435
1F51E050-78F7-F270-1B90-ED1BC0376763,74.87665033,68.23285181,17.86614172,64.90056871,53.40718824,61.0146742
1F51E050-78F7-F270-1B90-ED1BC0376763,65.42164916,61.99934823,36.37493132,78.0700719,57.68286991,31.24857483
247B105C-2067-A7AA-2CBE-B65278128C96,76.27223007,62.018391,46.99593646,64.61453046,63.93280452,53.71058651
1F51E050-78F7-F270-1B90-ED1BC0376763,89.08607939,77.83152712,92.67949774,38.18985936,51.31358173,77.65716518
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,83.84573063,81.35164801,53.7249561,67.37938439,48.4905901,30.51997053
25197F10-E9E9-4C50-63F8-6C896975AAE2,69.26456241,71.22592053,65.8415959,97.41859439,44.42983644,67.71053642
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,46.21228428,44.10526412,93.94342185,84.5247726,43.95644817,54.5814661
25197F10-E9E9-4C50-63F8-6C896975AAE2,72.25235971,63.490236,67.31743748,67.83075846,52.16167023,59.0556637
2B806EF6-A590-1C00-F0C5-1469E3B2152E,88.5312409,96.88876277,76.02091805,67.91173079,56.21199418,87.13636989
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,96.72332505,79.32308291,98.10434661,87.41160444,89.13679403,72.01230936
1F51E050-78F7-F270-1B90-ED1BC0376763,96.4245268,69.77574106,79.14148003,64.76381581,97.53686671,69.84792453
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,59.0596813,12.98096731,42.64846314,74.1241008,42.01897054,63.04132702
2B806EF6-A590-1C00-F0C5-1469E3B2152E,97.09617797,71.84773763,51.37990971,69.63997442,62.91832332,71.23245491
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,81.37595786,69.30218942,51.28490335,53.29596992,66.46935173,70.04843209
2B806EF6-A590-1C00-F0C5-1469E3B2152E,96.10408749,96.48268887,81.16755335,55.7161698,81.82184869,65.60963785
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,81.89725581,81.22503017,68.78252876,79.00177048,78.96602419,52.07983901
1F51E050-78F7-F270-1B90-ED1BC0376763,77.20836489,68.44442031,23.22884192,85.26663288,68.8575284,18.47427747
DDE0526B-7DA4-80E8-C2A6-D097F3826029,89.99328451,15.25920192,54.34008884,79.075796,57.86204837,78.2990369
1F51E050-78F7-F270-1B90-ED1BC0376763,52.2723301,69.02984226,56.37247975,82.5599472,46.41509709,64.73873961
247B105C-2067-A7AA-2CBE-B65278128C96,70.61260662,46.61509709,25.25382757,88.95218714,60.67286141,56.09813433
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,96.909659,52.58261787,95.37077514,79.98330789,90.13684141,47.50117839
42A3C4F0-7032-7368-2D67-989735754020,,,30,20,20,
8C6EA8F3-92C5-E12E-C977-4B7D5BBF2965,98.01992947,68.22683263,113.5079121,59.67294043,76.45947937,48.12629149
CAE0006D-60EB-7384-CC55-D240402AEBB8,39.98598994,65.38067396,41.58286669,78.69061237,51.82165185,62.33103315
50BA1266-3920-5F7F-7955-DE8EB86A9352,85.14889737,78.30971551,74.2488367,78.52795468,55.17648549,63.66044299
2626BE85-66B0-A4F4-37B7-A312EEE591E4,73.05429872,71.09238853,42.35533966,71.47563343,67.33918557,46.00513693
16BDE671-E387-602F-7DF2-DF6CE6425038,99.04725344,86.39736047,34.62761714,96.54538386,56.64801798,48.13267089
8F7B49D3-1DEB-FC94-FA7A-EAFD3DDED2A3,97.99023322,63.16825699,70.96081346,46.83209468,90.55296792,49.37181616
4E735D71-BC5C-EE5E-C0A3-9C8D335EB5A0,93.7298026,95.77684673,87.56715307,88.31209215,95.9211401,57.11221648
121A91B4-BDB6-99EA-97CA-F17BE865B349,65.1884529,62.95034503,65.75513256,77.72092614,61.78851748,34.33945793
E78DDC69-9BD3-2C48-4EF4-A070E5983CAC,89.09919575,89.79416179,39.74399242,56.05463496,65.61878822,48.22116564
6C3056AA-80CD-2D31-2FDA-7AB0E2A674B3,64.19782135,78.11230773,76.61270907,44.38849171,61.66092058,50.78617003
4CC15D9A-7216-BD94-E6CC-FD511C83B148,98.12698617,48.50379872,44.21098754,54.90177121,50.86902963,64.21169429
D1207E94-8518-903F-705A-7AE5E1554EE7,82.11872847,68.93788541,110.6347456,88.8575284,72.75933605,68.68738645
5467C7BC-8E80-DFC6-51CE-C6F7E010505E,61.14778607,54.83372428,67.1352065,79.94357816,31.3361323,30.57658422
E0DBCF79-2C64-F398-E68A-6BE4F96653C3,36.55399409,42.18420501,49.35243718,77.47252555,36.52152047,76.7247281
1026AC75-5EB1-292F-A95E-6BBA39BE3FAF,89.0668759,58.04587658,58.48335633,104.5520471,51.30252052,78.79565716
BB27E6E0-6BE1-A120-E1F8-859B25B27243,64.966163,55.84330765,55.92443015,63.4455409,26.32342036,65.85807593
D04DD690-DC9B-EA79-80E1-51B16F3032C6,51.03689253,37.22917752,72.7022154,82.6477724,52.66361122,83.24512738
A1331E62-50B5-94FC-E0CE-3092CB3D30D9,85.61722943,45.75579734,71.77771867,100.7626372,88.78295584,58.68404615
3B504879-A423-479F-F6C4-6BB5A6FB43E6,99.95489949,28.48301683,53.28792104,63.86221793,99.96391959,40.36677929
5828EF8F-4B21-F2F2-D0DE-BAFC3C1BDB85,56.59122101,62.91225997,59.2790288,74.76194284,56.21751121,71.39800683
8370508E-D8A1-69CC-2AE0-B124FE3F9158,88.84724119,65.74843576,69.84113335,64.42385382,70.77281093,48.64080774
2B806EF6-A590-1C00-F0C5-1469E3B2152E,29.06392223,73.67573315,32.24569515,65.30649669,20.42202401,58.5417023
25197F10-E9E9-4C50-63F8-6C896975AAE2,71.75170276,93.62552975,73.59266982,85.36267394,76.84136221,44.57964111
1F51E050-78F7-F270-1B90-ED1BC0376763,57.61592381,63.97119562,83.18663263,65.27669124,29.8680949,59.73187518
247B105C-2067-A7AA-2CBE-B65278128C96,87.901626,75.17287735,65.76105912,111.0595589,62.78517072,65.83099136
2B806EF6-A590-1C00-F0C5-1469E3B2152E,80.4799537,64.74987028,111.953603,72.64569392,71.05917036,62.42444121
25197F10-E9E9-4C50-63F8-6C896975AAE2,35.59717325,59.38188561,58.37453698,69.49127749,25.62996474,56.12020674
DDE0526B-7DA4-80E8-C2A6-D097F3826029,72.09675015,93.47320207,82.78056999,68.67955952,37.37495528,70.06870355
DDE0526B-7DA4-80E8-C2A6-D097F3826029,85.99159694,77.14164824,44.38570345,63.34311916,82.17757417,56.97333513
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,83.81749699,79.2839244,88.04242154,71.36252908,66.4939976,81.50647254
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,50.59332794,80.19678441,79.45697545,33.55328172,49.14175689,56.47592431
DDE0526B-7DA4-80E8-C2A6-D097F3826029,71.61959588,78.32453435,89.3654869,105.7203462,71.56610904,33.82996475
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,46.80597942,68.4567035,51.79537131,58.00440679,57.91284333,42.03034432
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,84.76739121,26.97326841,71.44149491,86.9797551,74.25113038,68.75237897
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,77.93235174,61.07279629,70.93403001,78.76082403,89.50911656,48.63951266
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,65.4148126,75.41878078,82.24751919,73.34379415,61.86548007,26.89091989
247B105C-2067-A7AA-2CBE-B65278128C96,69.55022249,35.64325785,77.59626746,78.12627163,70.07616019,29.86190623
1F51E050-78F7-F270-1B90-ED1BC0376763,67.26320376,71.2118036,39.31252973,49.14175689,50.67232429,50.85118524
1F51E050-78F7-F270-1B90-ED1BC0376763,78.14177571,73.14011085,31.39204121,59.45116804,70.32759814,58.6582044
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,81.21771704,84.5392136,42.15979833,75.15457277,52.17548064,67.0907837
25197F10-E9E9-4C50-63F8-6C896975AAE2,74.64769139,80.15437926,84.72914238,89.91614976,79.15815311,57.37870419
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,61.04254438,89.37258149,55.69495208,106.8748126,50.89538272,58.44343898
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,66.69423022,44.71189501,91.70097048,86.1390009,79.3948072,61.12575843
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,77.53285131,85.58059635,77.9336663,45.360793,64.25572236,60.44315419
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,72.54994034,58.72829981,40.46812026,56.61251739,72.88890651,49.24072243
1F51E050-78F7-F270-1B90-ED1BC0376763,44.48623494,73.01548458,46.29663779,108.4737354,48.47119036,62.3812193
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,56.92347875,89.39226689,27.63352868,75.88762491,36.4310264,48.35586003
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,56.40881006,46.98662187,63.1453602,62.22629206,45.12704805,63.54194802
25197F10-E9E9-4C50-63F8-6C896975AAE2,84.22604795,44.9838894,63.66929396,91.17888124,68.22309884,64.47148601
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,86.40360955,52.69211431,29.87818399,63.08447997,49.3652791,79.65405622
247B105C-2067-A7AA-2CBE-B65278128C96,88.92224131,92.62220551,20.11497011,80.16453395,57.62161237,72.63578982
2B806EF6-A590-1C00-F0C5-1469E3B2152E,64.39534645,55.64017799,39.95403744,58.25597643,57.09171956,51.20743471
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,56.92780195,67.38402304,58.43285867,85.90441433,49.14849253,65.11710939
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,69.52292469,49.49232138,59.61950702,59.27124872,55.61833975,60.35929372
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,52.31273938,44.51148777,48.43548788,84.82798904,52.31273938,43.79798584
247B105C-2067-A7AA-2CBE-B65278128C96,61.11740798,66.61309375,32.59098799,81.65778173,59.15048037,35.46817123
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,78.58872835,77.77204128,62.01698343,86.59610191,39.87902891,72.3634079
25197F10-E9E9-4C50-63F8-6C896975AAE2,94.90101063,93.9375039,56.22586374,69.27964977,68.32872766,78.17652414
25197F10-E9E9-4C50-63F8-6C896975AAE2,54.17889895,71.02235851,64.75034414,84.80881512,59.00880724,75.41929174
247B105C-2067-A7AA-2CBE-B65278128C96,32.90091172,57.19357997,26.79932968,64.40661546,41.12701818,72.6476111
25197F10-E9E9-4C50-63F8-6C896975AAE2,98.30415049,95.01184817,55.97936842,76.56099499,88.47373544,80.3986483
DDE0526B-7DA4-80E8-C2A6-D097F3826029,89.07550331,69.12441909,61.54549817,59.28780751,77.72092614,28.38320552
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,87.84562486,74.14530324,35.91469884,60.16022082,63.2488499,53.76814524
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,77.48078405,82.93306436,43.39904908,44.86597902,75.28216451,64.06696254
25197F10-E9E9-4C50-63F8-6C896975AAE2,89.45724816,54.22445481,79.54790041,76.14309737,58.69290052,78.36044585
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,77.91578257,55.52721863,57.48987695,70.35893392,76.2903055,62.36050971
247B105C-2067-A7AA-2CBE-B65278128C96,86.66539841,79.99842452,64.83795339,85.70805365,69.91926948,69.65679321
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,65.12770755,81.73991841,48.67955952,57.52762238,66.38794944,26.34622975
2B806EF6-A590-1C00-F0C5-1469E3B2152E,73.19016006,95.44482913,69.26002507,78.50252527,66.84170244,61.25016179
DDE0526B-7DA4-80E8-C2A6-D097F3826029,76.26066724,78.50243502,48.95348911,80.167655,49.41691237,79.66158016
25197F10-E9E9-4C50-63F8-6C896975AAE2,59.95437872,39.64023318,61.42016127,63.85236324,54.13052214,56.01018612
1F51E050-78F7-F270-1B90-ED1BC0376763,93.80308287,57.04136221,53.4162863,55.65099579,67.53821967,35.58065301
247B105C-2067-A7AA-2CBE-B65278128C96,85.2330617,87.39439934,86.21199418,95.51050392,54.77742398,73.14045283
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,72.02123901,49.84461209,31.31813457,82.74236162,61.48423367,60.37138018
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,74.64139957,89.52925988,27.00492832,70.42111532,48.36762692,58.15583339
1F51E050-78F7-F270-1B90-ED1BC0376763,81.28592087,80.53382986,75.96680136,69.75357638,65.8415959,85.41090957
25197F10-E9E9-4C50-63F8-6C896975AAE2,89.52223078,66.17804517,67.97197911,109.3261384,58.01040554,62.86013898
2B806EF6-A590-1C00-F0C5-1469E3B2152E,57.92361488,59.50540005,51.05873629,53.80317369,51.50125339,28.74498183
2B806EF6-A590-1C00-F0C5-1469E3B2152E,98.59297016,35.89161974,61.44550041,66.41502719,71.87427524,53.49480061
25197F10-E9E9-4C50-63F8-6C896975AAE2,61.82137213,71.44542869,28.21931748,76.08170471,55.64598423,44.85520174
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,60.68485032,57.89742679,31.92329521,85.63940351,59.32378301,79.96391959
DDE0526B-7DA4-80E8-C2A6-D097F3826029,70.884238,63.36401103,89.98507161,74.0847898,65.93298622,71.26330026
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,88.61453657,48.82071444,35.92045496,59.14766822,71.27175772,88.72133417
2B806EF6-A590-1C00-F0C5-1469E3B2152E,80.25206667,41.26474081,43.90694514,61.95819818,66.39476528,40.4509286
DDE0526B-7DA4-80E8-C2A6-D097F3826029,98.8148129,84.27817382,34.09835646,102.9490958,64.03199876,95.62569585
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,37.90795496,24.27126542,44.97956561,63.758643,21.69967933,57.94723921
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,72.35529423,73.48147194,79.46749808,93.54683064,61.67664947,51.56809723
1F51E050-78F7-F270-1B90-ED1BC0376763,83.77623994,76.80859194,37.46478758,58.05962083,67.8519142,73.36594533
2B806EF6-A590-1C00-F0C5-1469E3B2152E,55.45248024,58.25557013,98.91730933,109.6235435,63.80198419,71.60104701
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,85.7254575,71.437154,63.85804865,75.72300718,88.87062058,36.20669489
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,78.37624709,42.54382814,45.93298622,67.75255478,70.53862238,69.91551948
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,40.35903022,75.2423488,46.70257855,51.53965771,29.42173303,69.20090178
2B806EF6-A590-1C00-F0C5-1469E3B2152E,59.4362507,51.91702835,22.52943685,63.21956385,27.06566432,54.35773286
247B105C-2067-A7AA-2CBE-B65278128C96,77.85937991,68.50090178,75.39913869,59.30109037,44.99935036,38.46975088
25197F10-E9E9-4C50-63F8-6C896975AAE2,92.16566203,76.92709423,74.57840574,46.39431243,74.65418625,70.25715323
1F51E050-78F7-F270-1B90-ED1BC0376763,66.67804517,72.64668927,46.86224145,51.64817369,65.97804517,71.95454583
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,53.9323207,67.81176843,33.61578173,81.87714108,38.3272709,36.3231272
25197F10-E9E9-4C50-63F8-6C896975AAE2,85.07913268,61.07919596,46.74334925,74.87254543,67.50330614,58.88192777
25197F10-E9E9-4C50-63F8-6C896975AAE2,79.85762073,53.33330059,44.17659629,71.37157456,45.59478954,66.59835246
1F51E050-78F7-F270-1B90-ED1BC0376763,83.14210401,78.34717212,48.3434811,81.50099812,79.86231489,34.92182311
25197F10-E9E9-4C50-63F8-6C896975AAE2,77.54416275,60.27464845,82.21226948,51.76533486,69.79501746,26.35471515
2B806EF6-A590-1C00-F0C5-1469E3B2152E,93.43265409,97.57173867,60.87454226,77.4672948,80.54435985,54.22783364
DDE0526B-7DA4-80E8-C2A6-D097F3826029,72.10996079,22.80057259,63.2123292,71.31459575,32.90570993,54.2471836
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,94.9167149,61.09398386,47.0796499,71.54216604,54.26882778,79.10154197
247B105C-2067-A7AA-2CBE-B65278128C96,81.72503017,78.79565716,50.25431419,72.41064192,64.82002414,78.07853869
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,47.86200302,63.65427341,62.84179043,82.49735851,51.01457795,62.74236162
1F51E050-78F7-F270-1B90-ED1BC0376763,55.01005145,88.68673119,49.26771058,39.4438393,28.15433067,59.15238766
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,54.48204369,41.2549016,74.14628083,95.15942028,63.56345539,63.20687125
247B105C-2067-A7AA-2CBE-B65278128C96,76.6856214,56.67989247,38.20204382,90.14060376,68.6307977,69.27017891
247B105C-2067-A7AA-2CBE-B65278128C96,96.83887278,80.06123122,87.07354744,76.44873779,70.20127165,29.7997076
DDE0526B-7DA4-80E8-C2A6-D097F3826029,97.18640351,51.5177788,27.62505106,82.90100037,55.97936842,39.29893348
1F51E050-78F7-F270-1B90-ED1BC0376763,95.71848518,66.84811988,70.15307741,90.73033858,88.91730933,43.37363885
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,65.65996684,69.74243177,48.71649537,90.53862238,52.61757314,47.14744536
25197F10-E9E9-4C50-63F8-6C896975AAE2,80.3918609,84.30219318,78.58500599,57.5892975,72.09392586,90.43631916
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,65.68587999,75.97432445,39.42178577,34.42161059,42.11085023,36.16080949
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,50.43977096,80.85596575,38.95430888,75.0001962,43.24264646,64.84225334
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,67.07914139,70.17763705,72.01897054,64.456951,73.10331312,66.87804517
2B806EF6-A590-1C00-F0C5-1469E3B2152E,95.20047391,67.04948217,60.64575894,85.66845274,81.23630709,85.13043327
DDE0526B-7DA4-80E8-C2A6-D097F3826029,88.00709365,52.07983901,37.59979958,70.76865119,76.57499669,65.74013607
DDE0526B-7DA4-80E8-C2A6-D097F3826029,94.50654606,77.89660073,93.61726226,79.16224392,95.04523685,57.88423538
DDE0526B-7DA4-80E8-C2A6-D097F3826029,79.61057077,68.26024288,78.13162716,75.69158907,51.13404986,50.14441169
247B105C-2067-A7AA-2CBE-B65278128C96,43.54439369,66.99222125,44.73026945,77.9843575,42.57341369,85.88899427
25197F10-E9E9-4C50-63F8-6C896975AAE2,98.2256651,67.15763225,49.53859235,62.07104136,63.65023098,42.27444479
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,96.20858182,80.90069572,86.03149035,84.85457009,69.87452881,35.65478473
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,87.82144154,54.68931516,70.93367069,82.66944533,50.58515033,41.92327963
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,86.14283651,79.40004991,66.44186263,88.80760439,49.21507383,52.99404187
DDE0526B-7DA4-80E8-C2A6-D097F3826029,94.50293599,79.57555373,86.29854675,75.12514561,54.70587227,69.571921
247B105C-2067-A7AA-2CBE-B65278128C96,43.32835154,70.73652618,45.68457904,100.5021759,34.52896474,58.51520349
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,71.53992989,55.62332981,37.17548138,75.845329,52.96559969,64.34132402
